AssetPath,FileName,Duration,Channels,Frequency,SourceFileSize,LoadType,CompressionFormat,Quality,PreloadAudioData,LoadInBackground,ForceToMono,Ambisonic,UsageCategory,ReferenceStatus,EstimatedRuntimeMemory,SuggestedSettings,Warnings
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_002.wav","VO_CS_CS_04_GATEMEMORYLEAK_002.wav",1.8,1,24000,172880,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",172880,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_003.wav","VO_CS_CS_04_GATEMEMORYLEAK_003.wav",2.28,1,24000,218960,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",218960,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_005.wav","VO_CS_CS_04_GATEMEMORYLEAK_005.wav",1.68,1,24000,161360,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",161360,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_006.wav","VO_CS_CS_04_GATEMEMORYLEAK_006.wav",1.44,1,24000,138320,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",138320,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_007.wav","VO_CS_CS_04_GATEMEMORYLEAK_007.wav",1.72,1,24000,165200,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",165200,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_009.wav","VO_CS_CS_04_GATEMEMORYLEAK_009.wav",4.44,1,24000,426320,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",426320,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_011.wav","VO_CS_CS_04_GATEMEMORYLEAK_011.wav",3.4,1,24000,326480,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",326480,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_013.wav","VO_CS_CS_04_GATEMEMORYLEAK_013.wav",2.68,1,24000,257360,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",257360,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_015.wav","VO_CS_CS_04_GATEMEMORYLEAK_015.wav",2.12,1,24000,203600,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",203600,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_017.wav","VO_CS_CS_04_GATEMEMORYLEAK_017.wav",1.96,1,24000,188240,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",188240,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_019.wav","VO_CS_CS_04_GATEMEMORYLEAK_019.wav",2.08,1,24000,199760,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",199760,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_021.wav","VO_CS_CS_04_GATEMEMORYLEAK_021.wav",0.96,1,24000,92240,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",92240,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_001.wav","VO_CS_CS_05_HUMANCOMMAND_001.wav",4.16,1,24000,399440,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",399440,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_003.wav","VO_CS_CS_05_HUMANCOMMAND_003.wav",3.96,1,24000,380240,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",380240,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_013.wav","VO_CS_CS_05_HUMANCOMMAND_013.wav",3.4,1,24000,326480,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",326480,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_015.wav","VO_CS_CS_05_HUMANCOMMAND_015.wav",3.84,1,24000,368720,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",368720,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_019.wav","VO_CS_CS_05_HUMANCOMMAND_019.wav",5.16,1,24000,495440,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",495440,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_025.wav","VO_CS_CS_05_HUMANCOMMAND_025.wav",2.24,1,24000,215120,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",215120,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_000.wav","VO_CS_CS_06_SYSTEMFATIGUE_000.wav",1.88,1,24000,180560,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",180560,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_001.wav","VO_CS_CS_06_SYSTEMFATIGUE_001.wav",2.12,1,24000,203600,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",203600,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_002.wav","VO_CS_CS_06_SYSTEMFATIGUE_002.wav",3.32,1,24000,318800,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",318800,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_004.wav","VO_CS_CS_06_SYSTEMFATIGUE_004.wav",2.04,1,24000,195920,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",195920,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_007.wav","VO_CS_CS_06_SYSTEMFATIGUE_007.wav",4.96,1,24000,476240,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",476240,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_009.wav","VO_CS_CS_06_SYSTEMFATIGUE_009.wav",1.2,1,24000,115280,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",115280,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_011.wav","VO_CS_CS_06_SYSTEMFATIGUE_011.wav",1.56,1,24000,149840,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",149840,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_013.wav","VO_CS_CS_06_SYSTEMFATIGUE_013.wav",3.6,1,24000,345680,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",345680,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_015.wav","VO_CS_CS_06_SYSTEMFATIGUE_015.wav",3,1,24000,288080,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",288080,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_018.wav","VO_CS_CS_06_SYSTEMFATIGUE_018.wav",3.44,1,24000,330320,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",330320,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_020.wav","VO_CS_CS_06_SYSTEMFATIGUE_020.wav",2.36,1,24000,226640,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",226640,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_022.wav","VO_CS_CS_06_SYSTEMFATIGUE_022.wav",1.64,1,24000,157520,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",157520,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_024.wav","VO_CS_CS_06_SYSTEMFATIGUE_024.wav",2.96,1,24000,284240,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",284240,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_026.wav","VO_CS_CS_06_SYSTEMFATIGUE_026.wav",1.52,1,24000,146000,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",146000,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_001.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_001.wav",1.16,1,24000,111440,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",111440,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_002.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_002.wav",2.92,1,24000,280400,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",280400,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_004.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_004.wav",1.28,1,24000,122960,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",122960,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_006.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_006.wav",1.2,1,24000,115280,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",115280,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_008.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_008.wav",1.24,1,24000,119120,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",119120,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_009.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_009.wav",2.44,1,24000,234320,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",234320,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_010.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_010.wav",2.72,1,24000,261200,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",261200,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_012.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_012.wav",1.4,1,24000,134480,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",134480,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_014.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_014.wav",0.92,1,24000,88400,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",88400,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_016.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_016.wav",2.88,1,24000,276560,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",276560,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_000.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_000.wav",2.36,1,24000,226640,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",226640,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_001.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_001.wav",3.84,1,24000,368720,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",368720,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_002.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_002.wav",3.16,1,24000,303440,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",303440,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_004.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_004.wav",2.12,1,24000,203600,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",203600,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_007.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_007.wav",2.76,1,24000,265040,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",265040,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_011.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_011.wav",2.44,1,24000,234320,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",234320,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_014.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_014.wav",5.88,1,24000,564560,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",564560,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_015.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_015.wav",1.16,1,24000,111440,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",111440,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_016.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_016.wav",1.6,1,24000,153680,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",153680,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_017.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_017.wav",1.72,1,24000,165200,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",165200,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_019.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_019.wav",1.92,1,24000,184400,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",184400,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_001.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_001.wav",0.76,1,24000,73040,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",73040,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_002.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_002.wav",4.32,1,24000,414800,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",414800,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_004.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_004.wav",1.92,1,24000,184400,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",184400,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_006.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_006.wav",1.28,1,24000,122960,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",122960,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_008.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_008.wav",1.28,1,24000,122960,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",122960,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_010.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_010.wav",0.72,1,24000,69200,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",69200,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_012.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_012.wav",1.6,1,24000,153680,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",153680,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_014.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_014.wav",1.48,1,24000,142160,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",142160,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_017.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_017.wav",3.04,1,24000,291920,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",291920,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_019.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_019.wav",1.32,1,24000,126800,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",126800,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_021.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_021.wav",2.12,1,24000,203600,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",203600,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_023.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_023.wav",0.76,1,24000,73040,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",73040,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_025.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_025.wav",0.72,1,24000,69200,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",69200,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_027.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_027.wav",0.64,1,24000,61520,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",61520,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_029.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_029.wav",0.44,1,24000,42320,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",42320,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_031.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_031.wav",2.12,1,24000,203600,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",203600,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_01_BOOTSEQUENCE_005.wav","VO_CS_CS_01_BOOTSEQUENCE_005.wav",2.26,1,24000,217040,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",217040,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
