AssetPath,FileName,Duration,Channels,Frequency,SourceFileSize,LoadType,CompressionFormat,Quality,PreloadAudioData,LoadInBackground,ForceToMono,Ambisonic,UsageCategory,ReferenceStatus,EstimatedRuntimeMemory,SuggestedSettings,Warnings
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_004.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_004.wav",1.28,1,24000,122960,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",122880,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_006.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_006.wav",1.2,1,24000,115280,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",115200,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_008.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_008.wav",1.24,1,24000,119120,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",119040,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_009.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_009.wav",2.44,1,24000,234320,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",234240,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_010.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_010.wav",2.72,1,24000,261200,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",261120,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_012.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_012.wav",1.4,1,24000,134480,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",134400,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_014.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_014.wav",0.92,1,24000,88400,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",88320,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_016.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_016.wav",2.88,1,24000,276560,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",276480,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_000.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_000.wav",2.36,1,24000,226640,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",226560,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_001.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_001.wav",3.84,1,24000,368720,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",368640,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_002.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_002.wav",3.16,1,24000,303440,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",303360,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_004.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_004.wav",2.12,1,24000,203600,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",203520,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_007.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_007.wav",2.76,1,24000,265040,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",264960,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_011.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_011.wav",2.44,1,24000,234320,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",234240,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_014.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_014.wav",5.88,1,24000,564560,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",564480,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_015.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_015.wav",1.16,1,24000,111440,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",111360,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_016.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_016.wav",1.6,1,24000,153680,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",153600,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_017.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_017.wav",1.72,1,24000,165200,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",165120,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_019.wav","VO_CS_CS_07_FINALCHOICE_PRECHOICE_019.wav",1.92,1,24000,184400,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",184320,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_001.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_001.wav",0.76,1,24000,73040,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",72960,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_002.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_002.wav",4.32,1,24000,414800,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",414720,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_004.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_004.wav",1.92,1,24000,184400,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",184320,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_006.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_006.wav",1.28,1,24000,122960,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",122880,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_008.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_008.wav",1.28,1,24000,122960,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",122880,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_010.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_010.wav",0.72,1,24000,69200,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",69120,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_012.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_012.wav",1.6,1,24000,153680,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",153600,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_014.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_014.wav",1.48,1,24000,142160,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",142080,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_017.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_017.wav",3.04,1,24000,291920,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",291840,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_019.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_019.wav",1.32,1,24000,126800,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",126720,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_021.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_021.wav",2.12,1,24000,203600,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",203520,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_023.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_023.wav",0.76,1,24000,73040,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",72960,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_025.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_025.wav",0.72,1,24000,69200,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",69120,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_027.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_027.wav",0.64,1,24000,61520,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",61440,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_029.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_029.wav",0.44,1,24000,42320,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",42240,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_031.wav","VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_031.wav",2.12,1,24000,203600,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",203520,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_01_BOOTSEQUENCE_005.wav","VO_CS_CS_01_BOOTSEQUENCE_005.wav",2.26,1,24000,217040,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",216960,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_01_BOOTSEQUENCE_007.wav","VO_CS_CS_01_BOOTSEQUENCE_007.wav",2.98,1,24000,286160,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",286080,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_01_BOOTSEQUENCE_010.wav","VO_CS_CS_01_BOOTSEQUENCE_010.wav",2.26,1,24000,217040,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",216960,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_01_BOOTSEQUENCE_012.wav","VO_CS_CS_01_BOOTSEQUENCE_012.wav",2.66,1,24000,255440,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",255360,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_01_BOOTSEQUENCE_014.wav","VO_CS_CS_01_BOOTSEQUENCE_014.wav",1.94,1,24000,186320,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",186240,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_02_FIRSTDEATHRECOVERY_003.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_003.wav",1.94,1,24000,186320,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",186240,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_02_FIRSTDEATHRECOVERY_006.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_006.wav",3.42,1,24000,328400,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",328320,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_02_FIRSTDEATHRECOVERY_008.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_008.wav",2.1,1,24000,201680,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",201600,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_02_FIRSTDEATHRECOVERY_011.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_011.wav",3.42,1,24000,328400,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",328320,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_02_FIRSTDEATHRECOVERY_013.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_013.wav",1.82,1,24000,174800,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",174720,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_02_FIRSTDEATHRECOVERY_017.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_017.wav",0.7,1,24000,67280,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",67200,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_02_FIRSTDEATHRECOVERY_018.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_018.wav",2.06,1,24000,197840,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",197760,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_02_FIRSTDEATHRECOVERY_020.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_020.wav",2.34,1,24000,224720,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",224640,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_02_FIRSTDEATHRECOVERY_021.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_021.wav",1.82,1,24000,174800,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",174720,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_02_FIRSTDEATHRECOVERY_023.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_023.wav",1.7,1,24000,163280,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",163200,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_002.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_002.wav",1.98,1,24000,190160,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",190080,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_004.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_004.wav",0.7,1,24000,67280,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",67200,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_006.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_006.wav",2.26,1,24000,217040,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",216960,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_008.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_008.wav",3.54,1,24000,339920,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",339840,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_010.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_010.wav",2.18,1,24000,209360,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",209280,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_012.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_012.wav",2.14,1,24000,205520,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",205440,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_014.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_014.wav",2.5,1,24000,240080,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",240000,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_016.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_016.wav",2.98,1,24000,286160,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",286080,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_021.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_021.wav",1.54,1,24000,147920,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",147840,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_004.wav","VO_CS_CS_04_GATEMEMORYLEAK_004.wav",0.78,1,24000,74960,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",74880,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_008.wav","VO_CS_CS_04_GATEMEMORYLEAK_008.wav",2.18,1,24000,209360,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",209280,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_010.wav","VO_CS_CS_04_GATEMEMORYLEAK_010.wav",1.42,1,24000,136400,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",136320,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_012.wav","VO_CS_CS_04_GATEMEMORYLEAK_012.wav",1.94,1,24000,186320,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",186240,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_014.wav","VO_CS_CS_04_GATEMEMORYLEAK_014.wav",2.02,1,24000,194000,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",193920,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_016.wav","VO_CS_CS_04_GATEMEMORYLEAK_016.wav",1.66,1,24000,159440,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",159360,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_018.wav","VO_CS_CS_04_GATEMEMORYLEAK_018.wav",1.66,1,24000,159440,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",159360,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_020.wav","VO_CS_CS_04_GATEMEMORYLEAK_020.wav",2.14,1,24000,205520,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",205440,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_022.wav","VO_CS_CS_04_GATEMEMORYLEAK_022.wav",2.5,1,24000,240080,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",240000,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_004.wav","VO_CS_CS_05_HUMANCOMMAND_004.wav",1.7,1,24000,163280,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",163200,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_006.wav","VO_CS_CS_05_HUMANCOMMAND_006.wav",1.98,1,24000,190160,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",190080,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_009.wav","VO_CS_CS_05_HUMANCOMMAND_009.wav",1.74,1,24000,167120,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",167040,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_010.wav","VO_CS_CS_05_HUMANCOMMAND_010.wav",2.82,1,24000,270800,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",270720,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_011.wav","VO_CS_CS_05_HUMANCOMMAND_011.wav",1.5,1,24000,144080,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",144000,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_012.wav","VO_CS_CS_05_HUMANCOMMAND_012.wav",2.1,1,24000,201680,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",201600,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_014.wav","VO_CS_CS_05_HUMANCOMMAND_014.wav",1.74,1,24000,167120,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",167040,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_016.wav","VO_CS_CS_05_HUMANCOMMAND_016.wav",1.94,1,24000,186320,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",186240,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_017.wav","VO_CS_CS_05_HUMANCOMMAND_017.wav",2.18,1,24000,209360,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",209280,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_020.wav","VO_CS_CS_05_HUMANCOMMAND_020.wav",1.34,1,24000,128720,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",128640,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_023.wav","VO_CS_CS_05_HUMANCOMMAND_023.wav",1.14,1,24000,109520,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",109440,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
