AssetPath,Dimensions,TextureType,SpriteMode,SourceFileSize,EstimatedRuntimeMemory,HasAlpha,ReadWriteEnabled,MipMaps,FilterMode,WrapMode,PixelsPerUnit,MaxSize,DefaultCompression,AndroidOverride,AndroidFormat,CompressionQuality,CrunchCompression,SpriteAtlas,SuggestedAction,Warnings
"Assets/_Project/Art/UI/GameplayHudPanel/Optimized/SkullIcon_optimized.png","72x72","Sprite","Single",3251,20736,True,False,False,"Point","Clamp",100,1024,"Uncompressed",True,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/GameplayHudPanel/Skull&Bones - FrodoUndead.png","347x427","Sprite","Multiple",72204,592676,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/GameplayHudPanel/vecteezy_game-coin-pixelated_54978935.png","1024x1024","Sprite","Single",103696,4194304,True,False,False,"Point","Clamp",100,2048,"Compressed",True,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override",""
"Assets/_Project/Art/UI/Generated/BulletIcon_clean.png","888x885","Sprite","Single",565487,3143520,True,False,False,"Point","Clamp",100,4096,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Generated/DamageIcon_clean.png","858x881","Sprite","Single",523178,3023592,True,False,False,"Point","Clamp",100,4096,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Generated/FireIcon_clean.png","781x832","Sprite","Single",445176,2599168,True,False,False,"Point","Clamp",100,4096,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Generated/HPIcon_clean.png","761x812","Sprite","Single",393439,2471728,True,False,False,"Point","Clamp",100,4096,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Generated/pauseicon_clean.png","682x757","Sprite","Single",385906,2065096,True,False,False,"Point","Clamp",100,2048,"Compressed",True,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Generated/RowBG_clean.png","2350x399","Sprite","Single",461405,3750600,True,False,False,"Point","Clamp",100,4096,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Large texture has no Android override; Large texture is uncompressed; Android override disabled"
"Assets/_Project/Art/UI/Generated/SquadIcon_clean.png","898x899","Sprite","Single",549806,3229208,True,False,False,"Point","Clamp",100,4096,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Generated/UIframe_clean.png","1064x523","Sprite","Single",409064,2225888,True,False,False,"Point","Clamp",100,2048,"Compressed",True,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override",""
"Assets/_Project/Art/UI/Generated/UpgradeButton_clean.png","1270x435","Sprite","Single",427446,2209800,True,False,False,"Point","Clamp",100,4096,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Large texture is uncompressed; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/LOSE/CoinIcon_optimized.png","96x96","Sprite","Single",1805,36864,True,False,False,"Point","Clamp",100,256,"Uncompressed",True,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/LOSE/CoinPanel 1.png","512x128","Sprite","Single",1612,262144,True,False,False,"Point","Clamp",100,1024,"Uncompressed",True,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override",""
"Assets/_Project/Art/UI/LOSE/CoinPanel.png","512x128","Sprite","Single",1612,262144,True,False,False,"Point","Clamp",100,1024,"Uncompressed",True,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override",""
"Assets/_Project/Art/UI/LOSE/HomeBtn 1.png","2048x683","Sprite","Single",8693,5595136,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Large texture has no Android override; Large texture is uncompressed; Android override disabled"
"Assets/_Project/Art/UI/LOSE/HomeBtn.png","2048x683","Sprite","Single",8693,5595136,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Large texture has no Android override; Large texture is uncompressed; Android override disabled"
"Assets/_Project/Art/UI/LOSE/Panel 1.png","1086x1448","Sprite","Single",16487,6290112,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Large texture is uncompressed; Android override disabled"
"Assets/_Project/Art/UI/LOSE/Panel.png","1086x1448","Sprite","Single",16487,6290112,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Large texture is uncompressed; Android override disabled"
"Assets/_Project/Art/UI/LOSE/RetryBtn 1.png","2048x683","Sprite","Single",9909,5595136,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Large texture has no Android override; Large texture is uncompressed; Android override disabled"
"Assets/_Project/Art/UI/LOSE/RetryBtn.png","2048x683","Sprite","Single",9909,5595136,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Large texture has no Android override; Large texture is uncompressed; Android override disabled"
"Assets/_Project/Art/UI/LOSE/UpgradeBtn.png","2048x683","Sprite","Single",273323,5595136,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Large texture has no Android override; Large texture is uncompressed; Android override disabled"
"Assets/_Project/Art/UI/MainMenu/CoinIcon_optimized.png","96x96","Sprite","Single",1805,36864,True,False,False,"Point","Clamp",100,1024,"Uncompressed",True,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MainMenu/HudPanel_optimized.png","512x128","Sprite","Single",1612,262144,True,False,False,"Point","Clamp",100,1024,"Uncompressed",True,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override",""
"Assets/_Project/Art/UI/MissionSystem/mission_badge_alert_32.png","32x32","Sprite","Single",223,4096,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/mission_badge_check_32.png","32x32","Sprite","Single",325,4096,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/mission_button_alert_128x160.png","128x160","Sprite","Single",1778,81920,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/mission_button_base_128x160.png","128x160","Sprite","Single",1261,81920,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/mission_button_complete_128x160.png","128x160","Sprite","Single",1855,81920,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/mission_button_normal_128x160.png","128x160","Sprite","Single",1686,81920,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/mission_check_icon_48.png","48x48","Sprite","Single",388,9216,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/mission_icon_log_64.png","64x64","Sprite","Single",469,16384,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/mission_lock_icon_48.png","48x48","Sprite","Single",222,9216,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/mission_panel_9slice_128.png","128x128","Sprite","Single",662,65536,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/mission_phase_locked_320x96.png","320x96","Sprite","Single",797,122880,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/mission_progress_bg_128x16.png","128x16","Sprite","Single",157,8192,False,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/mission_progress_fill_128x16.png","128x16","Sprite","Single",155,8192,False,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/mission_row_active_320x80.png","320x80","Sprite","Single",874,102400,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/mission_row_completed_320x80.png","320x80","Sprite","Single",881,102400,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/mission_row_locked_320x80.png","320x80","Sprite","Single",879,102400,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/claim_button_disabled_v2.png","404x190","Sprite","Single",65968,307040,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/claim_button_normal_v2.png","429x186","Sprite","Single",71677,319176,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/claim_button_pressed_v2.png","403x191","Sprite","Single",69774,307892,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/icon_arrow_v2.png","84x83","Sprite","Single",10741,27888,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/icon_back_v2.png","110x107","Sprite","Single",15980,47080,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/icon_badge_alert_v2.png","83x84","Sprite","Single",12123,27888,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/icon_badge_reward_v2.png","116x122","Sprite","Single",20062,56608,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/icon_check_v2.png","81x80","Sprite","Single",10940,25920,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/icon_coin_v2.png","157x159","Sprite","Single",35264,99852,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/icon_lock_v2.png","81x81","Sprite","Single",9643,26244,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/mission_button_alert_v2.png","394x220","Sprite","Single",77997,346720,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/mission_button_idle_v2.png","385x181","Sprite","Single",61323,278740,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/mission_button_reward_v2.png","392x220","Sprite","Single",80540,344960,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/mission_objective_card_v2.png","668x171","Sprite","Single",82618,456912,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/mission_panel_v2.png","473x849","Sprite","Single",238586,1606308,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/mission_phase_locked_v2.png","606x110","Sprite","Single",50631,266640,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/mission_row_active_v2.png","606x127","Sprite","Single",57857,307848,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/mission_row_claimable_v2.png","606x129","Sprite","Single",60427,312696,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/mission_row_locked_v2.png","606x121","Sprite","Single",54122,293304,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/progress_bg_v2.png","442x45","Sprite","Single",19922,79560,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/MissionSystem/V2/progress_fill_v2.png","372x46","Sprite","Single",14993,68448,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_badge_alert_32.png","32x32","Sprite","Single",223,4096,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_badge_check_32.png","32x32","Sprite","Single",325,4096,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_button_alert_128x160.png","128x160","Sprite","Single",1778,81920,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_button_base_128x160.png","128x160","Sprite","Single",1261,81920,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_button_complete_128x160.png","128x160","Sprite","Single",1855,81920,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_button_normal_128x160.png","128x160","Sprite","Single",1686,81920,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_check_icon_48.png","48x48","Sprite","Single",388,9216,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_icon_log_64.png","64x64","Sprite","Single",469,16384,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_lock_icon_48.png","48x48","Sprite","Single",222,9216,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_panel_9slice_128.png","128x128","Sprite","Single",662,65536,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_phase_locked_320x96.png","320x96","Sprite","Single",797,122880,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_progress_bg_128x16.png","128x16","Sprite","Single",157,8192,False,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_progress_fill_128x16.png","128x16","Sprite","Single",155,8192,False,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_row_active_320x80.png","320x80","Sprite","Single",930,102400,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_row_completed_320x80.png","320x80","Sprite","Single",915,102400,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/mission_row_locked_320x80.png","320x80","Sprite","Single",789,102400,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/preview_main_menu_daily_reward_replaced.png","418x856","Sprite","Multiple",324084,1431232,False,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/Misson/TrueGate_Mission_Assets/preview_mission_log_screen.png","418x856","Sprite","Multiple",35022,1431232,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/pauseicon.png","1254x1254","Sprite","Multiple",873248,6290064,False,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled"
