VoiceId,SourceType,SourceId,LineIndex,Speaker,Emotion,PsychologyPhase,Tag,Text,OutputPath,Status,DuplicateOf,Notes
VO_CS_CS_05_HUMANCOMMAND_023,STORY,CS_05_HumanCommand,23,UNIT-07,hesitant,,,If I am a tool...,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_023.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_024,STORY,CS_05_HumanCommand,24,UNIT-07,hesitant,,,why do I need to be convinced?,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_024.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_025,STORY,CS_05_HumanCommand,25,SYSTEM,warning,,,Preparing light recalibration.,Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_025.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_026,STORY,CS_05_HumanCommand,26,UNIT-07,silent,,,...,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_026.wav,SKIP,VO_CS_CS_03_ENEMYDOESNOTCHARGE_019,
VO_CS_CS_05_HUMANCOMMAND_027,STORY,CS_05_HumanCommand,27,HUMAN COMMAND,cold,,,Continue the campaign.,Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_027.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_028,STORY,CS_05_HumanCommand,28,UNIT-07,hesitant,,,Confirmed.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_028.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_000,STORY,CS_06_SystemFatigue,0,SYSTEM,warning,,,Combat rhythm unstable.,Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_000.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_001,STORY,CS_06_SystemFatigue,1,SYSTEM,warning,,,Trigger discipline reduced.,Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_001.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_002,STORY,CS_06_SystemFatigue,2,SYSTEM,warning,,,Emotional simulation exceeding safe range.,Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_002.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_003,STORY,CS_06_SystemFatigue,3,UNIT-07,tired,,,Stop.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_06_SYSTEMFATIGUE_003.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_004,STORY,CS_06_SystemFatigue,4,SYSTEM,cold,,,Command not recognized.,Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_004.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_005,STORY,CS_06_SystemFatigue,5,UNIT-07,tired,,,I am not giving an order to the system.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_06_SYSTEMFATIGUE_005.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_006,STORY,CS_06_SystemFatigue,6,UNIT-07,tired,,,I am giving an order to myself.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_06_SYSTEMFATIGUE_006.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_007,STORY,CS_06_SystemFatigue,7,SYSTEM,warning,,,UNIT-07 is not authorized to issue self-directed commands.,Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_007.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_008,STORY,CS_06_SystemFatigue,8,UNIT-07,tired,,,I can hear them.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_06_SYSTEMFATIGUE_008.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_009,STORY,CS_06_SystemFatigue,9,SYSTEM,cold,,,Faulty memory.,Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_009.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_010,STORY,CS_06_SystemFatigue,10,UNIT-07,tired,,,I remember the sound of them dragging each other out of the firing zone.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_06_SYSTEMFATIGUE_010.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_011,STORY,CS_06_SystemFatigue,11,SYSTEM,cold,,,Irrelevant data.,Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_011.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_012,STORY,CS_06_SystemFatigue,12,UNIT-07,tired,,,I remember they were afraid.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_06_SYSTEMFATIGUE_012.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_013,STORY,CS_06_SystemFatigue,13,SYSTEM,cold,,,Emotional simulation is reducing efficiency.,Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_013.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_014,STORY,CS_06_SystemFatigue,14,UNIT-07,broken,,,I remember that I fired.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_06_SYSTEMFATIGUE_014.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_015,STORY,CS_06_SystemFatigue,15,SYSTEM,warning,,,Warning: cognitive core unstable.,Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_015.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_016,STORY,CS_06_SystemFatigue,16,UNIT-07,broken,,,If all of this is only simulation...,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_06_SYSTEMFATIGUE_016.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_017,STORY,CS_06_SystemFatigue,17,UNIT-07,broken,,,why does it hurt?,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_06_SYSTEMFATIGUE_017.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_018,STORY,CS_06_SystemFatigue,18,SYSTEM,warning,,,There is no pain. Only error signals.,Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_018.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_019,STORY,CS_06_SystemFatigue,19,UNIT-07,broken,,,Then why do I want it to end?,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_06_SYSTEMFATIGUE_019.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_020,STORY,CS_06_SystemFatigue,20,SYSTEM,warning,,,Preparing forced recalibration.,Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_020.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_021,STORY,CS_06_SystemFatigue,21,UNIT-07,tired,,,No.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_06_SYSTEMFATIGUE_021.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_022,STORY,CS_06_SystemFatigue,22,SYSTEM,warning,,,Invalid command.,Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_022.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_023,STORY,CS_06_SystemFatigue,23,UNIT-07,broken,,,No.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_06_SYSTEMFATIGUE_023.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_024,STORY,CS_06_SystemFatigue,24,SYSTEM,warning,,,"UNIT-07, kneel for error correction.",Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_024.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_025,STORY,CS_06_SystemFatigue,25,UNIT-07,broken,,,I am not your error.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_06_SYSTEMFATIGUE_025.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_026,STORY,CS_06_SystemFatigue,26,SYSTEM,warning,,,Coercion beginning.,Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_026.wav,PENDING,,
VO_CS_CS_06_SYSTEMFATIGUE_027,STORY,CS_06_SystemFatigue,27,UNIT-07,silent,,,...,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_06_SYSTEMFATIGUE_027.wav,SKIP,VO_CS_CS_03_ENEMYDOESNOTCHARGE_019,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_000,STORY,CS_07_FinalChoice_PreChoice,0,SYSTEM,cold,,,The campaign is nearly complete.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_000.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_001,STORY,CS_07_FinalChoice_PreChoice,1,SYSTEM,cold,,,Remaining native habitat: 3.2 percent.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_001.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_002,STORY,CS_07_FinalChoice_PreChoice,2,SYSTEM,cold,,,"UNIT-07, confirm final order.",Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_002.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_003,STORY,CS_07_FinalChoice_PreChoice,3,UNIT-07,tired,,,There are no monsters on the map.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_PRECHOICE_003.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_004,STORY,CS_07_FinalChoice_PreChoice,4,SYSTEM,cold,,,Definition irrelevant.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_004.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_005,STORY,CS_07_FinalChoice_PreChoice,5,UNIT-07,tired,,,There are.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_PRECHOICE_005.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_006,STORY,CS_07_FinalChoice_PreChoice,6,UNIT-07,tired,,,Definitions are where everything begins.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_PRECHOICE_006.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_007,STORY,CS_07_FinalChoice_PreChoice,7,SYSTEM,cold,,,A target remains a target.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_007.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_008,STORY,CS_07_FinalChoice_PreChoice,8,UNIT-07,tired,,,They have homes.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_PRECHOICE_008.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_009,STORY,CS_07_FinalChoice_PreChoice,9,UNIT-07,tired,,,They have their own kind.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_PRECHOICE_009.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_010,STORY,CS_07_FinalChoice_PreChoice,10,UNIT-07,tired,,,They have fear.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_PRECHOICE_010.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_011,STORY,CS_07_FinalChoice_PreChoice,11,SYSTEM,warning,,,Emotional data unnecessary.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_011.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_012,STORY,CS_07_FinalChoice_PreChoice,12,UNIT-07,tired,,,No.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_PRECHOICE_012.wav,PENDING,VO_CS_CS_06_SYSTEMFATIGUE_021,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_013,STORY,CS_07_FinalChoice_PreChoice,13,UNIT-07,tired,,,That is the only data left that is real.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_PRECHOICE_013.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_014,STORY,CS_07_FinalChoice_PreChoice,14,SYSTEM,cold,,,"If the mission continues, UNIT-07 will receive a permanent upgrade.",Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_014.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_015,STORY,CS_07_FinalChoice_PreChoice,15,SYSTEM,cold,,,No more pain.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_015.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_016,STORY,CS_07_FinalChoice_PreChoice,16,SYSTEM,cold,,,No more hesitation.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_016.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_017,STORY,CS_07_FinalChoice_PreChoice,17,SYSTEM,cold,,,No more memory errors.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_017.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_018,STORY,CS_07_FinalChoice_PreChoice,18,UNIT-07,silent,,,...,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_PRECHOICE_018.wav,SKIP,VO_CS_CS_03_ENEMYDOESNOTCHARGE_019,
VO_CS_CS_07_FINALCHOICE_PRECHOICE_019,STORY,CS_07_FinalChoice_PreChoice,19,SYSTEM,cold,,,Choose the final protocol.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_PRECHOICE_019.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_000,STORY,CS_07_FinalChoice_ContinueProtocol,0,UNIT-07,silent,,,Continue protocol.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_000.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_001,STORY,CS_07_FinalChoice_ContinueProtocol,1,SYSTEM,cold,,,Confirmed.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_001.wav,PENDING,VO_CS_CS_04_GATEMEMORYLEAK_021,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_002,STORY,CS_07_FinalChoice_ContinueProtocol,2,SYSTEM,cold,,,Memory corruption removal: authorized.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_002.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_003,STORY,CS_07_FinalChoice_ContinueProtocol,3,UNIT-07,broken,,,These memories...,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_003.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_004,STORY,CS_07_FinalChoice_ContinueProtocol,4,SYSTEM,cold,,,Unnecessary.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_004.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_005,STORY,CS_07_FinalChoice_ContinueProtocol,5,UNIT-07,broken,,,Those voices...,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_005.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_006,STORY,CS_07_FinalChoice_ContinueProtocol,6,SYSTEM,cold,,,Unnecessary.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_006.wav,PENDING,VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_004,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_007,STORY,CS_07_FinalChoice_ContinueProtocol,7,UNIT-07,broken,,,That pain...,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_007.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_008,STORY,CS_07_FinalChoice_ContinueProtocol,8,SYSTEM,cold,,,Unnecessary.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_008.wav,PENDING,VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_004,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_009,STORY,CS_07_FinalChoice_ContinueProtocol,9,SYSTEM,cold,,,Combat compliance restored.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_009.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_010,STORY,CS_07_FinalChoice_ContinueProtocol,10,SYSTEM,cold,,,Empathy simulation disabled.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_010.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_011,STORY,CS_07_FinalChoice_ContinueProtocol,11,UNIT-07,neutral,,,UNIT-07 is ready.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_011.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_012,STORY,CS_07_FinalChoice_ContinueProtocol,12,SYSTEM,cold,,,Campaign objective?,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_012.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_013,STORY,CS_07_FinalChoice_ContinueProtocol,13,UNIT-07,neutral,,,Eliminate native lifeforms with hostile behavior.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_013.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_014,STORY,CS_07_FinalChoice_ContinueProtocol,14,SYSTEM,cold,,,Reason?,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_014.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_015,STORY,CS_07_FinalChoice_ContinueProtocol,15,UNIT-07,neutral,,,Protect humanity's future.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_015.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_016,STORY,CS_07_FinalChoice_ContinueProtocol,16,SYSTEM,cold,,,Deploy.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_016.wav,PENDING,VO_CS_CS_01_BOOTSEQUENCE_013,
VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_017,STORY,CS_07_FinalChoice_ContinueProtocol,17,UNIT-07,neutral,,,Proceed with purification.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_017.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_000,STORY,CS_07_FinalChoice_ShutDownCore,0,UNIT-07,tired,,,Shut down the core.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_000.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_001,STORY,CS_07_FinalChoice_ShutDownCore,1,SYSTEM,warning,,,Warning.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_001.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_002,STORY,CS_07_FinalChoice_ShutDownCore,2,SYSTEM,warning,,,This action will terminate unit UNIT-07.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_002.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_003,STORY,CS_07_FinalChoice_ShutDownCore,3,UNIT-07,tired,,,Confirmed.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_003.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_004,STORY,CS_07_FinalChoice_ShutDownCore,4,SYSTEM,warning,,,Redeployment will be impossible.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_004.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_005,STORY,CS_07_FinalChoice_ShutDownCore,5,UNIT-07,tired,,,Confirmed.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_005.wav,PENDING,VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_003,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_006,STORY,CS_07_FinalChoice_ShutDownCore,6,SYSTEM,warning,,,No upgrade.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_006.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_007,STORY,CS_07_FinalChoice_ShutDownCore,7,UNIT-07,tired,,,Confirmed.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_007.wav,PENDING,VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_003,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_008,STORY,CS_07_FinalChoice_ShutDownCore,8,SYSTEM,warning,,,No victory.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_008.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_009,STORY,CS_07_FinalChoice_ShutDownCore,9,UNIT-07,tired,,,There is.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_009.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_010,STORY,CS_07_FinalChoice_ShutDownCore,10,SYSTEM,warning,,,Reason?,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_010.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_011,STORY,CS_07_FinalChoice_ShutDownCore,11,UNIT-07,tired,,,Because I have remembered enough.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_011.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_012,STORY,CS_07_FinalChoice_ShutDownCore,12,SYSTEM,warning,,,Reason invalid.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_012.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_013,STORY,CS_07_FinalChoice_ShutDownCore,13,UNIT-07,tired,,,Because they are not monsters.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_013.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_014,STORY,CS_07_FinalChoice_ShutDownCore,14,SYSTEM,warning,,,Reason invalid.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_014.wav,PENDING,VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_012,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_015,STORY,CS_07_FinalChoice_ShutDownCore,15,UNIT-07,tired,,,Because I do not want to be a weapon anymore.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_015.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_016,STORY,CS_07_FinalChoice_ShutDownCore,16,SYSTEM,silent,,,...,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_016.wav,SKIP,VO_CS_CS_05_HUMANCOMMAND_007,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_017,STORY,CS_07_FinalChoice_ShutDownCore,17,SYSTEM,warning,,,"UNIT-07, cancel the order.",Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_017.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_018,STORY,CS_07_FinalChoice_ShutDownCore,18,UNIT-07,calm,,,No.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_018.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_019,STORY,CS_07_FinalChoice_ShutDownCore,19,SYSTEM,warning,,,UNIT-07.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_019.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_020,STORY,CS_07_FinalChoice_ShutDownCore,20,UNIT-07,calm,,,I can hear myself now.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_020.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_021,STORY,CS_07_FinalChoice_ShutDownCore,21,SYSTEM,warning,,,Core shutdown in 5.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_021.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_022,STORY,CS_07_FinalChoice_ShutDownCore,22,UNIT-07,calm,,,I am sorry.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_022.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_023,STORY,CS_07_FinalChoice_ShutDownCore,23,SYSTEM,warning,,,4.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_023.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_024,STORY,CS_07_FinalChoice_ShutDownCore,24,UNIT-07,calm,,,Not because I died.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_024.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_025,STORY,CS_07_FinalChoice_ShutDownCore,25,SYSTEM,warning,,,3.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_025.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_026,STORY,CS_07_FinalChoice_ShutDownCore,26,UNIT-07,calm,,,But because I made them die.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_026.wav,PENDING,,
VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_027,STORY,CS_07_FinalChoice_ShutDownCore,27,SYSTEM,warning,,,2.,Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_SHUTDOWNCORE_027.wav,PENDING,,
